path,kind,classification,action,target,rationale
docs/archive/raw/uncategorized/AI_ASSISTANT_READY_TO_USE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ALL_ENDPOINTS_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ALL_RECOMMENDATIONS_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ALL_TASKS_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ALL_TODOS_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ANALYSIS_REPORT_REVIEW.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/API.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/API_ENDPOINTS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/API_ENDPOINTS_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/API_REFERENCE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/APPLY_COMPONENTS_TO_PAGES.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ASSIGNMENT_ENGINE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/AUDIT_FIXES.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/AUDIT_RESULTS_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/AUTOMATED_SETUP_SCRIPT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/BACKEND_TIMEOUT_ISSUE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/BACK_BUTTON_ADDED.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/BATCH_APPLY_COMPONENTS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/BEST_PRACTICES_AUDIT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/BEST_PRACTICES_REVIEW.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/BOOKING_SYSTEM.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/BUILD_COMPLETE_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/BUILD_PROGRESS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/BUTTONS_FIXED_DEMO_MODE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/CANCELLATION_RULES.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/CAPABILITIES.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/CLEANER_APP_UX.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/CLEANER_FLOW_ANALYSIS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/CLEANER_PAGES_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/CLEANER_PORTAL_CLIENTS_INVOICING.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/CLEANER_USER_COMPLETE_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/CLEANER_WORKFLOW.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/CLIENT_BOOKING_UX.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/CLIENT_POST_JOB_UX.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/CLIENT_USER_COMPLETE_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/COMMANDS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/CONNECTION_TEST_RESULTS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/CREATE_TEST_ACCOUNTS_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/DATABASE_TEST_REPORT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/DETAILED_IMPLEMENTATION_STEPS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/DEVELOPMENT_WORKFLOW_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/DISPUTE_UX.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/EARNINGS_MATH.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ENDPOINT_AUDIT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ENDPOINT_VERIFICATION_REPORT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ENGINES_WORKERS_AUTOMATION_REPORT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ENGINE_ADMIN_OPS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ENGINE_ANALYTICS_KPIS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ENGINE_BOOKING.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ENGINE_CREDITS_PAYMENTS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ENGINE_DISPUTES.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ENGINE_MATCHING.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ENGINE_MESSAGING_NOTIFICATIONS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ENGINE_PAYOUTS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ENGINE_PRICING.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ENGINE_RELIABILITY_TIERS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ENGINE_RISK_FRAUD.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ENGINE_SUBSCRIPTIONS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/EVENT_SYSTEM_SPEC.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/EXECUTION_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/FILE_LOCATIONS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/FRONTEND_AUTH_FIX.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/FRONTEND_BUILD_REQUIREMENTS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/FRONTEND_COMPLETE_OUTLINE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/FRONTEND_COMPLETION_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/FRONTEND_COMPLETION_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/FRONTEND_ENHANCEMENTS_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/FRONTEND_FIX_IMPLEMENTATION_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/FRONTEND_FIX_PROGRESS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/FRONTEND_MISSING_ITEMS_ANALYSIS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/FRONTEND_REALITY_CHECK.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/FUTURE_FEATURES.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/GAPS_IMPLEMENTATION_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/GAPS_IMPLEMENTATION_PROGRESS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/GAPS_IMPLEMENTATION_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/GITHUB_PUSH_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/GITHUB_SAVE_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/IMPLEMENTATION_ACTION_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/IMPLEMENTATION_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/IMPLEMENTATION_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/IMPLEMENTATION_PROGRESS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/JOB_REASSIGNMENT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/JWT_QUICK_REFERENCE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/LEDGER_ENTRY_RULES.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/LINTING_REPORT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/MAKING_CHANGES_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/MANSION_OPTIMIZED.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/MASTER_PLAN_PROGRESS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/MASTER_ROLLOUT_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/MASTER_TESTING_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/MESSAGE_HISTORY_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/MOBILE_FRIENDLY_CONFIG.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/MOBILE_IMPLEMENTATION_CHECKLIST.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/MOBILE_PHASES_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/MOBILE_PHASE_1_2_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/MOBILE_PHASE_1_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/MOBILE_PHASE_2_PROGRESS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/MOVE_1_DETAILED_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/MOVE_1_FAILURES.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/MOVE_1_PROGRESS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/MOVE_1_PROGRESS_UPDATE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/N8N_API_CLIENT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/N8N_COMPLETE_CONFIG.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/N8N_ENV_CONFIG.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/N8N_ORCHESTRATION.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/N8N_WEBHOOK_SECRET.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/N8N_WORKFLOW_VALIDATION.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/NAVIGATION_FOOTER_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/NEXT_STEPS_CURRENT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/NEXT_STEPS_RECOMMENDATIONS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/NON_CRITICAL_PAGES_OUTLINE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/NOTIFICATION_SERVICE_MIGRATION.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/NO_SHOW_DETECTION.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/PAYMENT_FAILURE_UX.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/PAYOUT_FAILURE_UX.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/PAYOUT_PROCESSOR.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/PERFORMANCE_OPTIMIZATION_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/PHASE1_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/PHASE3_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/PHASE5_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/PHOTO_VERIFICATION.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/POSTMAN_API_KEY_SETUP.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/PRE_LAUNCH_COMPLETE_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/PRE_LAUNCH_OPTIMIZATION_PROGRESS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/PRICING_CREDIT_CALC.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/PRODUCTION_READINESS_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/PRODUCT_VISION.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/PROJECT_GAPS_ANALYSIS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/PURETASK_ARCHITECTURE_EXPLAINED.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/PURETASK_AUTOMATION_WORKER_MODEL.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/PURETASK_COMPLETE_TESTING_MASTER_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/PURETASK_DATA_MODEL.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/PURETASK_IMPROVEMENTS_ANALYSIS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/PURETASK_JOURNEYS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/PURETASK_LONG_TERM_ROADMAP.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/PURETASK_MARKETPLACE_ECONOMICS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/PUSH_FRONTEND_TO_GITHUB_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/QUICK_6_HOUR_OVERVIEW.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/QUICK_FIX_TEST_PAGE_STYLES.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/QUICK_REFERENCE_CARD.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/QUICK_START_TROUBLESHOOTING.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/REFUND_CHARGEBACK_SOP.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/REFUND_PROCESSOR.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/RELIABILITY_SCORE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ROADMAP.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ROUTES_CATALOG.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ROUTE_PROTECTION_TABLE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/SAVE_EVERYTHING_QUICK_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/SECTION_7_NEEDS_ASSESSMENT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/SECTION_8_SECURITY_ASSESSMENT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/SECTION_9_MAINTAINABILITY_ASSESSMENT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/SECURITY_AUDIT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/SECURITY_AUDIT_QUICK_START.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/SECURITY_AUDIT_REPORT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/SERVER_STARTED.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/SERVER_STARTUP_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/SERVICES_CATALOG.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/SOFT_LAUNCH_CHECKLIST.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/START_HERE_DAY_1.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/STATE_MACHINE_REVIEW.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/STATE_SYNC.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/STRIPE_EVENT_HANDLING.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/STRIPE_IDEMPOTENCY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/STRIPE_WEBHOOK_ROUTER.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/STYLING_FIXES_APPLIED.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TAILWIND_FIX_APPLIED.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TASK_COMPLETION_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TESTING_CAMPAIGNS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TESTING_COMPLETE_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TESTING_COMPLETE_IMPLEMENTATION.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TESTING_COMPLETE_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TESTING_EXPLANATIONS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TESTING_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TESTING_IMPLEMENTATION_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TESTING_QUICK_REFERENCE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TESTING_REMAINING_TESTS_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TESTING_STRATEGY_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TESTING_STRATEGY_GAPS_ANALYSIS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TESTING_STRATEGY_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TESTING_VERIFICATION_REPORT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TEST_ACCOUNTS_REFERENCE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TEST_AI_ASSISTANT_PAGE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TEST_AI_QUICK_START.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TEST_BEST_PRACTICES_REVIEW.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TEST_FIXES_APPLIED.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TEST_FIXES_IMPLEMENTED.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TEST_FIXES_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TEST_PAGE_IMPROVEMENTS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TEST_PASSWORD_HASH_FIX_DIFFS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TEST_PASSWORD_HASH_FIX_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TEST_RESULTS_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/THE_COMPLETE_MANSION.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/TYPESCRIPT_FIXES_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/UI_TESTING_CHECKLIST.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/USER_GUIDE_CLEANER_AI_ASSISTANT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/V1_COMPLETION_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/V1_ENABLED_FEATURES.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/V1_REQUIREMENTS_AUDIT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/V1_REVIEW_ANALYSIS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/V2_FEATURES_DETAILED_BREAKDOWN.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/V2_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/V2_TESTING_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/V3_COMPLETE_OVERVIEW.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/V3_EXECUTION_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/V3_FEATURES_DETAILED_BREAKDOWN.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/V3_IMPLEMENTATION_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/V3_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/V4_CAPABILITIES_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/V4_IMPLEMENTATION_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/V4_IMPLEMENTATION_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/V4_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/V4_TESTING_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/V5_CAPABILITIES_ANALYSIS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/V5_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/VERSION_FEATURE_BREAKDOWN.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/WALLET_MATH.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/WHAT_YOU_ACTUALLY_NEED.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/WORKER_DRY_RUN_ISSUES.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/WORKER_SCHEDULE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/WORKFLOW_FIX_AUDIT_AUTOFIX.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/docs__IMPLEMENTATION_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/docs_archive__ADMIN_SYSTEM_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/docs_archive__SERVER_STARTUP_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/email-registry.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/md_report.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/n8n-universal-sender-workflow-spec.md,md,Archive,keep_archived,,already archived history
docs/blueprint/ENGINE_ADMIN_OPS.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/blueprint/ENGINE_ANALYTICS_KPIS.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/blueprint/ENGINE_BOOKING.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/blueprint/ENGINE_CREDITS_PAYMENTS.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/blueprint/ENGINE_DISPUTES.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/blueprint/ENGINE_MATCHING.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/blueprint/ENGINE_MESSAGING_NOTIFICATIONS.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/blueprint/ENGINE_PAYOUTS.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/blueprint/ENGINE_PRICING.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/blueprint/ENGINE_RELIABILITY_TIERS.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/blueprint/ENGINE_RISK_FRAUD.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/blueprint/ENGINE_SUBSCRIPTIONS.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/blueprint/PURETASK_AUTOMATION_WORKER_MODEL.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/blueprint/PURETASK_DATA_MODEL.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/blueprint/PURETASK_FINAL_BLUEPRINT_OVERVIEW.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/blueprint/PURETASK_JOURNEYS.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/blueprint/PURETASK_MARKETPLACE_ECONOMICS.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/runbooks/handle-incident.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/runbooks/restore-from-backup.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/runbooks/rollback-deploy.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/README.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/admin/ADMIN_DISPUTE_RESOLUTION.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/admin/ADMIN_EARNINGS_ADJUSTMENT.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/admin/ADMIN_JOB_OVERRIDE_TOOLS.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/admin/ADMIN_MONITORING_LOGGING.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/admin/ADMIN_REFUND_CONTROLS.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/admin/ADMIN_RISK_FRAUD_CONTROLS.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
docs/specs/admin/ADMIN_WALLET_CONTROLS.md,md,Merge,merge_then_archive,docs/active/(canonical targets),structured spec content to merge into canonical docs before archiving
